"Relative","Count","SrcBytes"
"DFPJ\CharFace\CFID_0\CharID_86-63","23","405516"
"DFPJ\CharFace\CFID_0\CharID_86-64","14","251730"
"DFPJ\CharFace\CFID_0\CharID_87-1","12","297860"
"DFPJ\CharFace\CFID_0\CharID_87-2","22","439122"
"DFPJ\CharFace\CFID_0\CharID_87-3","14","319340"
"DFPJ\CharFace\CFID_0\CharID_87-4","14","340938"
"DFPJ\CharFace\CFID_0\CharID_88-1","13","251870"
"DFPJ\CharFace\CFID_0\CharID_88-2","22","360882"
"DFPJ\CharFace\CFID_0\CharID_88-3","14","247204"
"DFPJ\CharFace\CFID_0\CharID_88-4","14","275560"
"DFPJ\CharFace\CFID_0\CharID_89-0","11","212424"
"DFPJ\CharFace\CFID_0\CharID_89-1","17","332700"
"DFPJ\CharFace\CFID_0\CharID_89-2","16","244680"
"DFPJ\CharFace\CFID_0\CharID_89-3","16","301798"
"DFPJ\CharFace\CFID_0\CharID_89-9","14","222590"
"DFPJ\CharFace\CFID_0\CharID_9-15","8","168556"
"DFPJ\CharFace\CFID_0\CharID_90-0","11","245234"
"DFPJ\CharFace\CFID_0\CharID_90-1","20","507916"
"DFPJ\CharFace\CFID_0\CharID_90-3","22","460508"
"DFPJ\CharFace\CFID_0\CharID_90-4","14","338068"
"DFPJ\CharFace\CFID_0\CharID_90-65","27","648230"
"DFPJ\CharFace\CFID_0\CharID_90-66","16","339844"
"DFPJ\CharFace\CFID_0\CharID_91-0","11","243726"
"DFPJ\CharFace\CFID_0\CharID_91-1","14","380502"
"DFPJ\CharFace\CFID_0\CharID_91-2","14","283082"
"DFPJ\CharFace\CFID_0\CharID_91-3","15","385818"
"DFPJ\CharFace\CFID_0\CharID_91-4","14","260330"
"DFPJ\CharFace\CFID_0\CharID_92-0","12","285376"
"DFPJ\CharFace\CFID_0\CharID_92-1","25","788306"
"DFPJ\CharFace\CFID_0\CharID_92-2","17","342718"
"DFPJ\CharFace\CFID_0\CharID_92-3","26","767092"
"DFPJ\CharFace\CFID_0\CharID_92-4","16","411738"
"DFPJ\CharFace\CFID_0\CharID_93-0","11","329062"
"DFPJ\CharFace\CFID_0\CharID_93-1","20","691498"
"DFPJ\CharFace\CFID_0\CharID_93-2","16","379278"
"DFPJ\CharFace\CFID_0\CharID_93-3","21","668370"
"DFPJ\CharFace\CFID_0\CharID_93-4","14","402122"
"DFPJ\CharFace\CFID_0\CharID_94-0","11","254070"
"DFPJ\CharFace\CFID_0\CharID_94-1","24","630250"
"DFPJ\CharFace\CFID_0\CharID_94-16","14","235630"
"DFPJ\CharFace\CFID_0\CharID_94-2","27","791166"
"DFPJ\CharFace\CFID_0\CharID_94-3","27","649642"
"DFPJ\CharFace\CFID_0\CharID_94-6","16","349250"
"DFPJ\CharFace\CFID_0\CharID_94-67","10","257586"
"DFPJ\CharFace\CFID_0\CharID_94-68","7","127266"
"DFPJ\CharFace\CFID_0\CharID_95-2","14","369666"
"DFPJ\CharFace\CFID_0\CharID_96-17","14","202612"
"DFPJ\CharFace\CFID_0\CharID_96-18","14","249258"
"DFPJ\CharFace\CFID_0\CharID_96-19","14","209170"
"DFPJ\CharFace\CFID_0\CharID_97-0","11","284882"
"DFPJ\CharFace\CFID_0\CharID_97-1","26","765468"
"DFPJ\CharFace\CFID_0\CharID_97-2","16","333764"
"DFPJ\CharFace\CFID_0\CharID_97-3","27","715832"
"DFPJ\CharFace\CFID_0\CharID_97-69","7","137090"
"DFPJ\CharFace\CFID_0\CharID_97-70","14","279440"
"DFPJ\CharFace\CFID_0\CharID_98-0","11","220976"
"DFPJ\CharFace\CFID_0\CharID_98-1","12","168784"
"DFPJ\CharFace\CFID_0\CharID_98-3","15","195326"
"DFPJ\CharFace\CFID_0\CharID_98-4","14","246468"
"DFPJ\CharFace\CFID_0\CharID_98-71","14","202632"
"DFPJ\CharFace\CFID_0\CharID_99-2","14","280458"
"QNZL\CharFace\abofeisi","9","337426"
"QNZL\CharFace\aige","8","225204"
"QNZL\CharFace\ailin","6","214868"
"QNZL\CharFace\ailinna","16","647844"
"QNZL\CharFace\aishier","8","293750"
"QNZL\CharFace\aisitaliya","20","694560"
"QNZL\CharFace\aluoruisi","3","114962"
"QNZL\CharFace\aluweier","16","414922"
"QNZL\CharFace\aniekesi","7","218314"
"QNZL\CharFace\anjie","14","355480"
"QNZL\CharFace\anpusha","12","318842"
"QNZL\CharFace\baiye","15","607438"
"QNZL\CharFace\baoshi","2","70126"
"QNZL\CharFace\beier","6","210520"
"QNZL\CharFace\beikasi","15","546836"
"QNZL\CharFace\beila","9","235024"
"QNZL\CharFace\bigui","7","168996"
"QNZL\CharFace\cantinglaoban","3","50030"
"QNZL\CharFace\chiai","8","219818"
"QNZL\CharFace\chuguai","2","57870"
"QNZL\CharFace\dabosiju","18","615090"
"QNZL\CharFace\daibi","19","375440"
"QNZL\CharFace\danni","13","474334"
"QNZL\CharFace\dianna","2","72308"
"QNZL\CharFace\dinisha","14","393294"
"QNZL\CharFace\dinisha2","10","497282"
"QNZL\CharFace\diyalituo","3","64278"
"QNZL\CharFace\dudadaiwei","12","359484"
"QNZL\CharFace\feiergaina","14","358660"
"QNZL\CharFace\feiyu","8","340082"
"QNZL\CharFace\fuluola","10","315016"
"QNZL\CharFace\gelei","12","373426"
"QNZL\CharFace\guizulaotou","2","41474"
"QNZL\CharFace\heihuatao","2","55406"
"QNZL\CharFace\heimiansha","2","43842"
"QNZL\CharFace\heishen_xiaonvwu","13","316570"
"QNZL\CharFace\heishenhefu","10","264804"
"QNZL\CharFace\heishenjuexing","3","110020"
"QNZL\CharFace\heishenyina","5","113296"
"QNZL\CharFace\heishenyueyong","17","453186"
"QNZL\CharFace\heiyin","18","685514"
"QNZL\CharFace\heiyin_TMSG","18","627252"
"QNZL\CharFace\huali","23","761952"
"QNZL\CharFace\jiexisi","4","138400"
"QNZL\CharFace\jiladiya","15","464182"
"QNZL\CharFace\jiladiya_LSJR","12","465238"
"QNZL\CharFace\jiladiya_SHMY","14","462864"
"QNZL\CharFace\jiladiya2","15","519122"
"QNZL\CharFace\jinzhu","16","529150"
"QNZL\CharFace\jiyan","16","546118"
"QNZL\CharFace\jiyan_CLHQ","16","826172"
"QNZL\CharFace\kaiersi","3","96828"
"QNZL\CharFace\kaluodi","13","355892"
"QNZL\CharFace\kaluolin","10","234084"
"QNZL\CharFace\keersuna","13","382928"
"QNZL\CharFace\keleier","6","173722"
"QNZL\CharFace\keluoluo","15","472674"
"QNZL\CharFace\kuluoai","9","242702"
"QNZL\CharFace\kuluoxin","10","342992"
"QNZL\CharFace\landuo","25","656110"
"QNZL\CharFace\leilei","10","368938"
"QNZL\CharFace\lianhua","16","567900"
"QNZL\CharFace\liduo","17","609296"
"QNZL\CharFace\lilibulangni","2","52794"
"QNZL\CharFace\liliya","4","104584"
"QNZL\CharFace\liliya2","23","596104"
"QNZL\CharFace\luode","4","102050"
"QNZL\CharFace\luoshali","9","280544"
"QNZL\CharFace\luxi","18","518118"
"QNZL\CharFace\luyisi","14","459682"
"QNZL\CharFace\lv","29","947356"
"QNZL\CharFace\manao","10","371686"
"QNZL\CharFace\maojiang","2","40056"
"QNZL\CharFace\maoniangfuwuyuan","2","63114"
"QNZL\CharFace\masha","22","672238"
"QNZL\CharFace\masha2","18","485018"
"QNZL\CharFace\meikeluoka","2","57238"
"QNZL\CharFace\misheng","9","341378"
"QNZL\CharFace\miya","11","302884"
"QNZL\CharFace\mu","36","1534458"
"QNZL\CharFace\mu_DXQMY","30","1374058"
"QNZL\CharFace\nafei","11","434970"
"QNZL\CharFace\naiaomi","20","764070"
"QNZL\CharFace\naiaomi_YXYL","11","445960"
"QNZL\CharFace\nainaifu","18","569608"
"QNZL\CharFace\nuoweiya","15","470744"
"QNZL\CharFace\nuoya","15","634948"
"QNZL\CharFace\nuoya_ZCYC","13","516240"
"QNZL\CharFace\nuoya2","15","597788"
"QNZL\CharFace\peineiluopu","23","545550"
"QNZL\CharFace\pulinpudun","9","226202"
"QNZL\CharFace\qiujier","8","322338"
"QNZL\CharFace\ruibiya","16","546568"
"QNZL\CharFace\ruibiya2","19","602602"
"QNZL\CharFace\saileisidina","17","574222"
"QNZL\CharFace\saileisidina_YDZB","13","471752"
"QNZL\CharFace\sala","8","281740"
"QNZL\CharFace\sala_YZXG","14","435936"
"QNZL\CharFace\seyu","18","523846"
"QNZL\CharFace\shaonvailinna","7","199402"
"QNZL\CharFace\shaonvanna","12","282670"
"QNZL\CharFace\shenguang","7","248662"
"QNZL\CharFace\shenguang_QQYMZ","8","369054"
"QNZL\CharFace\shuixian","9","271478"
"QNZL\CharFace\tajiana","12","348718"
"QNZL\CharFace\tanlan","24","591322"
"QNZL\CharFace\tao","12","447950"
"QNZL\CharFace\tao_SFDQC","12","402126"
"QNZL\CharFace\xiaoanjie","3","85760"
"QNZL\CharFace\xiaobeikasi","15","484938"
"QNZL\CharFace\xiaobosiju","14","435726"
"QNZL\CharFace\xiaomiya","3","70048"
"QNZL\CharFace\xiaoshan","9","397270"
"QNZL\CharFace\xijujia","17","454760"
"QNZL\CharFace\xilai","17","631838"
"QNZL\CharFace\xixili","9","298380"
"QNZL\CharFace\xuebugui","7","208726"
"QNZL\CharFace\xuequan","6","168842"
"QNZL\CharFace\yetanniya","15","611606"
"QNZL\CharFace\yetanniya_ZDYS","14","564992"
"QNZL\CharFace\yikaluosi","11","273978"
"QNZL\CharFace\yila","23","680254"
"YGST\CharFace\2103","25","611460"
"YGST\CharFace\2104","32","739870"
"YGST\CharFace\2105","16","368800"
"YGST\CharFace\2106","22","556306"
"YGST\CharFace\2107","3","72298"
"YGST\CharFace\2109","2","33182"
"YGST\CharFace\2112","2","41534"
"YGST\CharFace\2114","3","51166"
"YGST\CharFace\2119","3","85764"
"YGST\CharFace\2126","2","55862"
"YGST\CharFace\2128","4","61518"
"YGST\CharFace\2148","5","160778"
"YGST\CharFace\2153","2","49178"
"YGST\CharFace\2176","2","41326"
