"Relative","Count","SrcBytes"
"DFPJ\CharFace\CFID_0\CharID_101-2","22","353998"
"DFPJ\CharFace\CFID_0\CharID_101-3","21","515332"
"DFPJ\CharFace\CFID_0\CharID_101-74","14","295832"
"DFPJ\CharFace\CFID_0\CharID_101-75","16","345768"
"DFPJ\CharFace\CFID_0\CharID_101-76","16","323898"
"DFPJ\CharFace\CFID_0\CharID_102-1","13","277328"
"DFPJ\CharFace\CFID_0\CharID_102-2","22","374284"
"DFPJ\CharFace\CFID_0\CharID_102-3","14","273802"
"DFPJ\CharFace\CFID_0\CharID_102-4","14","259942"
"DFPJ\CharFace\CFID_0\CharID_103-0","11","263064"
"DFPJ\CharFace\CFID_0\CharID_103-1","23","441456"
"DFPJ\CharFace\CFID_0\CharID_103-2","16","343526"
"DFPJ\CharFace\CFID_0\CharID_103-3","16","282814"
"DFPJ\CharFace\CFID_0\CharID_103-4","24","533256"
"DFPJ\CharFace\CFID_0\CharID_103-77","9","214520"
"DFPJ\CharFace\CFID_0\CharID_104-0","11","257186"
"DFPJ\CharFace\CFID_0\CharID_104-1","13","254320"
"DFPJ\CharFace\CFID_0\CharID_104-2","15","275990"
"DFPJ\CharFace\CFID_0\CharID_104-3","14","254848"
"DFPJ\CharFace\CFID_0\CharID_104-4","15","298802"
"DFPJ\CharFace\CFID_0\CharID_105-1","13","243318"
"DFPJ\CharFace\CFID_0\CharID_105-2","22","507680"
"DFPJ\CharFace\CFID_0\CharID_105-3","14","248560"
"DFPJ\CharFace\CFID_0\CharID_105-4","15","369526"
"DFPJ\CharFace\CFID_0\CharID_106-0","11","205106"
"DFPJ\CharFace\CFID_0\CharID_106-1","13","321898"
"DFPJ\CharFace\CFID_0\CharID_106-2","14","283202"
"DFPJ\CharFace\CFID_0\CharID_106-3","14","293750"
"DFPJ\CharFace\CFID_0\CharID_106-4","14","289894"
"DFPJ\CharFace\CFID_0\CharID_107-0","11","285276"
"DFPJ\CharFace\CFID_0\CharID_107-1","23","625114"
"DFPJ\CharFace\CFID_0\CharID_107-2","15","286598"
"DFPJ\CharFace\CFID_0\CharID_107-3","26","653302"
"DFPJ\CharFace\CFID_0\CharID_107-4","18","385776"
"DFPJ\CharFace\CFID_0\CharID_108-0","11","253172"
"DFPJ\CharFace\CFID_0\CharID_108-1","25","687360"
"DFPJ\CharFace\CFID_0\CharID_108-13","16","254630"
"DFPJ\CharFace\CFID_0\CharID_108-3","26","676604"
"DFPJ\CharFace\CFID_0\CharID_108-4","11","301956"
"DFPJ\CharFace\CFID_0\CharID_108-78","10","159258"
"DFPJ\CharFace\CFID_0\CharID_109-2","54","942658"
"DFPJ\CharFace\CFID_0\CharID_11-0","11","270796"
"DFPJ\CharFace\CFID_0\CharID_11-1","15","478610"
"DFPJ\CharFace\CFID_0\CharID_11-16","14","297142"
"DFPJ\CharFace\CFID_0\CharID_11-2","16","280176"
"DFPJ\CharFace\CFID_0\CharID_11-3","15","462418"
"DFPJ\CharFace\CFID_0\CharID_11-4","16","474180"
"DFPJ\CharFace\CFID_0\CharID_110-17","14","219276"
"DFPJ\CharFace\CFID_0\CharID_110-18","14","194806"
"DFPJ\CharFace\CFID_0\CharID_110-19","15","229642"
"DFPJ\CharFace\CFID_0\CharID_110-79","14","204502"
"DFPJ\CharFace\CFID_0\CharID_111-2","54","872428"
"DFPJ\CharFace\CFID_0\CharID_112-15","9","160678"
"DFPJ\CharFace\CFID_0\CharID_112-4","6","128046"
"DFPJ\CharFace\CFID_0\CharID_113-0","11","211544"
"DFPJ\CharFace\CFID_0\CharID_113-1","13","260618"
"DFPJ\CharFace\CFID_0\CharID_113-2","13","261256"
"DFPJ\CharFace\CFID_0\CharID_113-3","14","272166"
"DFPJ\CharFace\CFID_0\CharID_113-4","15","320010"
"DFPJ\CharFace\CFID_0\CharID_114-0","11","238626"
"DFPJ\CharFace\CFID_0\CharID_114-2","16","297506"
"DFPJ\CharFace\CFID_0\CharID_114-27","14","297114"
"DFPJ\CharFace\CFID_0\CharID_114-3","14","278170"
"DFPJ\CharFace\CFID_0\CharID_115-0","11","284784"
"DFPJ\CharFace\CFID_0\CharID_115-1","13","270062"
"DFPJ\CharFace\CFID_0\CharID_115-148","16","277188"
"DFPJ\CharFace\CFID_0\CharID_115-3","14","267776"
"DFPJ\CharFace\CFID_0\CharID_115-4","16","322340"
"DFPJ\CharFace\CFID_0\CharID_115-80","27","514820"
"DFPJ\CharFace\CFID_0\CharID_115-81","15","309622"
"DFPJ\CharFace\CFID_0\CharID_116-0","11","261462"
"DFPJ\CharFace\CFID_0\CharID_116-1","24","753248"
"DFPJ\CharFace\CFID_0\CharID_116-2","26","815082"
"DFPJ\CharFace\CFID_0\CharID_116-3","27","812812"
"DFPJ\CharFace\CFID_0\CharID_116-4","16","422002"
"DFPJ\CharFace\CFID_0\CharID_116-82","18","430294"
"DFPJ\CharFace\CFID_0\CharID_117-1","13","307862"
"DFPJ\CharFace\CFID_0\CharID_117-2","22","531258"
"DFPJ\CharFace\CFID_0\CharID_117-3","14","336538"
"DFPJ\CharFace\CFID_0\CharID_117-83","15","384542"
"DFPJ\CharFace\CFID_0\CharID_118-1","13","659224"
"DFPJ\CharFace\CFID_0\CharID_118-2","23","1201966"
"DFPJ\CharFace\CFID_0\CharID_118-3","14","684486"
"DFPJ\CharFace\CFID_0\CharID_118-4","14","455710"
"DFPJ\CharFace\CFID_0\CharID_119-0","11","192710"
"DFPJ\CharFace\CFID_0\CharID_119-1","13","341664"
"DFPJ\CharFace\CFID_0\CharID_119-2","14","253856"
"DFPJ\CharFace\CFID_0\CharID_119-3","14","330716"
"DFPJ\CharFace\CFID_0\CharID_119-4","14","244678"
"DFPJ\CharFace\CFID_0\CharID_12-0","11","312350"
"DFPJ\CharFace\CFID_0\CharID_12-1","15","540334"
"DFPJ\CharFace\CFID_0\CharID_12-2","18","499214"
"DFPJ\CharFace\CFID_0\CharID_12-3","16","547788"
"DFPJ\CharFace\CFID_0\CharID_12-4","15","449896"
"DFPJ\CharFace\CFID_0\CharID_120-84","11","220606"
"DFPJ\CharFace\CFID_0\CharID_120-85","23","339784"
"DFPJ\CharFace\CFID_0\CharID_120-86","16","268410"
"DFPJ\CharFace\CFID_0\CharID_120-87","11","261252"
"DFPJ\CharFace\CFID_0\CharID_120-88","23","487068"
"DFPJ\CharFace\CFID_0\CharID_120-89","16","270664"
"DFPJ\CharFace\CFID_0\CharID_120-90","11","298538"
"DFPJ\CharFace\CFID_0\CharID_120-91","16","373634"
"DFPJ\CharFace\CFID_0\CharID_121-1","12","222366"
"DFPJ\CharFace\CFID_0\CharID_121-2","23","402248"
"DFPJ\CharFace\CFID_0\CharID_121-3","13","228918"
"DFPJ\CharFace\CFID_0\CharID_121-4","15","276054"
"DFPJ\CharFace\CFID_0\CharID_122-0","11","284152"
"DFPJ\CharFace\CFID_0\CharID_122-1","20","477708"
"DFPJ\CharFace\CFID_0\CharID_122-3","23","468036"
"DFPJ\CharFace\CFID_0\CharID_122-4","24","549046"
"DFPJ\CharFace\CFID_0\CharID_122-65","27","551722"
"DFPJ\CharFace\CFID_0\CharID_122-66","16","290666"
"DFPJ\CharFace\CFID_0\CharID_123-0","11","253562"
"DFPJ\CharFace\CFID_0\CharID_123-1","20","475442"
"DFPJ\CharFace\CFID_0\CharID_123-2","16","279306"
"DFPJ\CharFace\CFID_0\CharID_123-3","23","452016"
"DFPJ\CharFace\CFID_0\CharID_123-4","25","471202"
"DFPJ\CharFace\CFID_0\CharID_124-0","9","201708"
"DFPJ\CharFace\CFID_0\CharID_124-1","19","671276"
"DFPJ\CharFace\CFID_0\CharID_124-2","20","661786"
"DFPJ\CharFace\CFID_0\CharID_124-3","16","550078"
"DFPJ\CharFace\CFID_0\CharID_124-4","17","555116"
"DFPJ\CharFace\CFID_0\CharID_124-92","34","491474"
"DFPJ\CharFace\CFID_0\CharID_124-93","15","228210"
"DFPJ\CharFace\CFID_0\CharID_125-0","11","196488"
"DFPJ\CharFace\CFID_0\CharID_125-1","21","347016"
"DFPJ\CharFace\CFID_0\CharID_125-2","14","194702"
"DFPJ\CharFace\CFID_0\CharID_125-3","20","365022"
"DFPJ\CharFace\CFID_0\CharID_125-4","14","238786"
"DFPJ\CharFace\CFID_0\CharID_126-0","11","267098"
"DFPJ\CharFace\CFID_0\CharID_126-2","16","267922"
"DFPJ\CharFace\CFID_0\CharID_126-27","16","247302"
"DFPJ\CharFace\CFID_0\CharID_126-3","23","525174"
"DFPJ\CharFace\CFID_0\CharID_126-94","16","245084"
"DFPJ\CharFace\CFID_0\CharID_127-0","11","281700"
"DFPJ\CharFace\CFID_0\CharID_127-1","20","601052"
"DFPJ\CharFace\CFID_0\CharID_127-2","16","282920"
"DFPJ\CharFace\CFID_0\CharID_127-3","23","568740"
"DFPJ\CharFace\CFID_0\CharID_127-4","23","500882"
"DFPJ\CharFace\CFID_0\CharID_127-95","16","260526"
"DFPJ\CharFace\CFID_0\CharID_128-0","11","253602"
"DFPJ\CharFace\CFID_0\CharID_128-1","26","870738"
"DFPJ\CharFace\CFID_0\CharID_128-2","14","284992"
"DFPJ\CharFace\CFID_0\CharID_128-3","26","820892"
"DFPJ\CharFace\CFID_0\CharID_128-4","17","308434"
"DFPJ\CharFace\CFID_0\CharID_129-0","10","229942"
"DFPJ\CharFace\CFID_0\CharID_129-1","22","617506"
"DFPJ\CharFace\CFID_0\CharID_129-2","16","437906"
"DFPJ\CharFace\CFID_0\CharID_129-4","17","361542"
"DFPJ\CharFace\CFID_0\CharID_13-0","11","221472"
"DFPJ\CharFace\CFID_0\CharID_13-1","15","347008"
"DFPJ\CharFace\CFID_0\CharID_13-2","17","281254"
"DFPJ\CharFace\CFID_0\CharID_13-3","16","352512"
"DFPJ\CharFace\CFID_0\CharID_13-4","16","399898"
"DFPJ\CharFace\CFID_0\CharID_130-0","11","272028"
"DFPJ\CharFace\CFID_0\CharID_130-1","20","597474"
"DFPJ\CharFace\CFID_0\CharID_130-3","22","600916"
"DFPJ\CharFace\CFID_0\CharID_130-4","13","267494"
"DFPJ\CharFace\CFID_0\CharID_130-96","24","545382"
"DFPJ\CharFace\CFID_0\CharID_130-97","3","76998"
"DFPJ\CharFace\CFID_0\CharID_130-98","16","271366"
"DFPJ\CharFace\CFID_0\CharID_131-0","11","261084"
"DFPJ\CharFace\CFID_0\CharID_131-1","21","484018"
"DFPJ\CharFace\CFID_0\CharID_131-100","27","340424"
"DFPJ\CharFace\CFID_0\CharID_131-3","23","413486"
"DFPJ\CharFace\CFID_0\CharID_131-4","23","406246"
"DFPJ\CharFace\CFID_0\CharID_131-99","26","549660"
"DFPJ\CharFace\CFID_0\CharID_132-0","11","261088"
"DFPJ\CharFace\CFID_0\CharID_132-1","20","302650"
"DFPJ\CharFace\CFID_0\CharID_132-101","18","440492"
"DFPJ\CharFace\CFID_0\CharID_132-102","18","428932"
"DFPJ\CharFace\CFID_0\CharID_132-3","22","310368"
"DFPJ\CharFace\CFID_0\CharID_132-4","22","369332"
"DFPJ\CharFace\CFID_0\CharID_133-0","10","138344"
"DFPJ\CharFace\CFID_0\CharID_133-2","4","44310"
"DFPJ\CharFace\CFID_0\CharID_134-1","13","294966"
"DFPJ\CharFace\CFID_0\CharID_134-2","22","511136"
"DFPJ\CharFace\CFID_0\CharID_134-3","14","301032"
"DFPJ\CharFace\CFID_0\CharID_134-4","14","345162"
"DFPJ\CharFace\CFID_0\CharID_135-1","13","262548"
"DFPJ\CharFace\CFID_0\CharID_135-2","22","372826"
"DFPJ\CharFace\CFID_0\CharID_135-3","14","252628"
"DFPJ\CharFace\CFID_0\CharID_135-4","14","252514"
"DFPJ\CharFace\CFID_0\CharID_136-1","15","265614"
"DFPJ\CharFace\CFID_0\CharID_136-2","25","512376"
"DFPJ\CharFace\CFID_0\CharID_136-3","16","265264"
"DFPJ\CharFace\CFID_0\CharID_136-4","17","287358"
"DFPJ\CharFace\CFID_0\CharID_137-0","11","306152"
"DFPJ\CharFace\CFID_0\CharID_137-1","14","368698"
"DFPJ\CharFace\CFID_0\CharID_137-2","16","373714"
"DFPJ\CharFace\CFID_0\CharID_137-3","14","344074"
"DFPJ\CharFace\CFID_0\CharID_137-4","8","207644"
"DFPJ\CharFace\CFID_0\CharID_138-0","11","224120"
"DFPJ\CharFace\CFID_0\CharID_138-1","20","544868"
"DFPJ\CharFace\CFID_0\CharID_138-2","16","260110"
"DFPJ\CharFace\CFID_0\CharID_138-27","22","474328"
"DFPJ\CharFace\CFID_0\CharID_138-3","26","556938"
"DFPJ\CharFace\CFID_0\CharID_138-4","14","262618"
"DFPJ\CharFace\CFID_0\CharID_139-0","11","230400"
"DFPJ\CharFace\CFID_0\CharID_139-1","20","445160"
"DFPJ\CharFace\CFID_0\CharID_139-2","18","298092"
"DFPJ\CharFace\CFID_0\CharID_139-3","22","435310"
"DFPJ\CharFace\CFID_0\CharID_139-4","14","309356"
"DFPJ\CharFace\CFID_0\CharID_14-1","13","267518"
"DFPJ\CharFace\CFID_0\CharID_14-2","24","536932"
"DFPJ\CharFace\CFID_0\CharID_14-3","15","270492"
"DFPJ\CharFace\CFID_0\CharID_14-4","15","270452"
"DFPJ\CharFace\CFID_0\CharID_140-0","11","254706"
"DFPJ\CharFace\CFID_0\CharID_140-1","13","545616"
"DFPJ\CharFace\CFID_0\CharID_140-103","14","279912"
"DFPJ\CharFace\CFID_0\CharID_140-104","14","236000"
"DFPJ\CharFace\CFID_0\CharID_140-2","14","355788"
"DFPJ\CharFace\CFID_0\CharID_140-3","13","478292"
"DFPJ\CharFace\CFID_0\CharID_140-4","14","377488"
"DFPJ\CharFace\CFID_0\CharID_141-0","11","221898"
"DFPJ\CharFace\CFID_0\CharID_141-1","20","311854"
"DFPJ\CharFace\CFID_0\CharID_141-105","18","251852"
"DFPJ\CharFace\CFID_0\CharID_141-106","27","435314"
"DFPJ\CharFace\CFID_0\CharID_141-3","23","340856"
"DFPJ\CharFace\CFID_0\CharID_141-4","16","225924"
"DFPJ\CharFace\CFID_0\CharID_142-107","11","241102"
"DFPJ\CharFace\CFID_0\CharID_142-108","15","395628"
"DFPJ\CharFace\CFID_0\CharID_142-109","16","259792"
"DFPJ\CharFace\CFID_0\CharID_142-110","16","380088"
"DFPJ\CharFace\CFID_0\CharID_142-111","16","478718"
"DFPJ\CharFace\CFID_0\CharID_143-0","11","237798"
"DFPJ\CharFace\CFID_0\CharID_143-1","20","646220"
"DFPJ\CharFace\CFID_0\CharID_143-112","14","224494"
"DFPJ\CharFace\CFID_0\CharID_143-2","16","306254"
"DFPJ\CharFace\CFID_0\CharID_143-3","22","611836"
"DFPJ\CharFace\CFID_0\CharID_143-4","14","353820"
"DFPJ\CharFace\CFID_0\CharID_144-1","20","591214"
"DFPJ\CharFace\CFID_0\CharID_144-2","27","452008"
"DFPJ\CharFace\CFID_0\CharID_144-3","22","562678"
"DFPJ\CharFace\CFID_0\CharID_144-4","22","529228"
"DFPJ\CharFace\CFID_0\CharID_145-0","12","297180"
"DFPJ\CharFace\CFID_0\CharID_145-1","13","266568"
"DFPJ\CharFace\CFID_0\CharID_145-2","14","296470"
"DFPJ\CharFace\CFID_0\CharID_145-3","14","273916"
"DFPJ\CharFace\CFID_0\CharID_145-4","15","354254"
"DFPJ\CharFace\CFID_0\CharID_146-1","2","42608"
"DFPJ\CharFace\CFID_0\CharID_146-2","23","508156"
"DFPJ\CharFace\CFID_0\CharID_146-4","16","241428"
"DFPJ\CharFace\CFID_0\CharID_147-1","13","289958"
"DFPJ\CharFace\CFID_0\CharID_147-2","23","495722"
"DFPJ\CharFace\CFID_0\CharID_147-3","13","275710"
"DFPJ\CharFace\CFID_0\CharID_147-4","14","348634"
"DFPJ\CharFace\CFID_0\CharID_148-1","13","279892"
"DFPJ\CharFace\CFID_0\CharID_148-113","14","290806"
"DFPJ\CharFace\CFID_0\CharID_148-2","22","512784"
"DFPJ\CharFace\CFID_0\CharID_148-3","14","266694"
"DFPJ\CharFace\CFID_0\CharID_149-0","11","178880"
"DFPJ\CharFace\CFID_0\CharID_149-1","20","381778"
"DFPJ\CharFace\CFID_0\CharID_149-2","14","159776"
"DFPJ\CharFace\CFID_0\CharID_149-3","22","380730"
"DFPJ\CharFace\CFID_0\CharID_149-4","16","290184"
"DFPJ\CharFace\CFID_0\CharID_15-0","11","260562"
"DFPJ\CharFace\CFID_0\CharID_15-1","20","596192"
"DFPJ\CharFace\CFID_0\CharID_15-2","14","352838"
"DFPJ\CharFace\CFID_0\CharID_15-3","22","601810"
"DFPJ\CharFace\CFID_0\CharID_15-4","12","311986"
"DFPJ\CharFace\CFID_0\CharID_150-0","11","292618"
"DFPJ\CharFace\CFID_0\CharID_150-1","25","584744"
"DFPJ\CharFace\CFID_0\CharID_150-114","9","187378"
"DFPJ\CharFace\CFID_0\CharID_150-115","14","257606"
"DFPJ\CharFace\CFID_0\CharID_150-2","16","343260"
"DFPJ\CharFace\CFID_0\CharID_150-27","50","902680"
"DFPJ\CharFace\CFID_0\CharID_150-28","14","284158"
"DFPJ\CharFace\CFID_0\CharID_150-3","27","587740"
"DFPJ\CharFace\CFID_0\CharID_150-38","14","238108"
"DFPJ\CharFace\CFID_0\CharID_150-4","24","858654"
"DFPJ\CharFace\CFID_0\CharID_150-5","21","464250"
"DFPJ\CharFace\CFID_0\CharID_150-6","23","472920"
"DFPJ\CharFace\CFID_0\CharID_151-0","11","206460"
"DFPJ\CharFace\CFID_0\CharID_151-1","20","397624"
"DFPJ\CharFace\CFID_0\CharID_151-2","16","267238"
"DFPJ\CharFace\CFID_0\CharID_151-3","23","375308"
"DFPJ\CharFace\CFID_0\CharID_151-4","16","349164"
"DFPJ\CharFace\CFID_0\CharID_152-0","11","257958"
"DFPJ\CharFace\CFID_0\CharID_152-1","24","645866"
"DFPJ\CharFace\CFID_0\CharID_152-116","19","352004"
"DFPJ\CharFace\CFID_0\CharID_152-117","19","365480"
"DFPJ\CharFace\CFID_0\CharID_152-3","27","671096"
"DFPJ\CharFace\CFID_0\CharID_152-4","20","450044"
"DFPJ\CharFace\CFID_0\CharID_153-0","10","190638"
"DFPJ\CharFace\CFID_0\CharID_153-2","15","200254"
"DFPJ\CharFace\CFID_0\CharID_154-0","10","257390"
"DFPJ\CharFace\CFID_0\CharID_154-1","25","818024"
"DFPJ\CharFace\CFID_0\CharID_154-118","16","425878"
"DFPJ\CharFace\CFID_0\CharID_154-119","27","700514"
"DFPJ\CharFace\CFID_0\CharID_154-120","16","418092"
"DFPJ\CharFace\CFID_0\CharID_154-3","27","859924"
"DFPJ\CharFace\CFID_0\CharID_154-65","27","618642"
"DFPJ\CharFace\CFID_0\CharID_154-66","16","356498"
"DFPJ\CharFace\CFID_0\CharID_154-9","6","184896"
"DFPJ\CharFace\CFID_0\CharID_155-0","11","268500"
"DFPJ\CharFace\CFID_0\CharID_155-1","13","298560"
"DFPJ\CharFace\CFID_0\CharID_155-2","14","287782"
"DFPJ\CharFace\CFID_0\CharID_155-3","14","304466"
"DFPJ\CharFace\CFID_0\CharID_155-4","15","359836"
"DFPJ\CharFace\CFID_0\CharID_156-0","11","197878"
"DFPJ\CharFace\CFID_0\CharID_156-1","13","283022"
"DFPJ\CharFace\CFID_0\CharID_156-2","14","265772"
"DFPJ\CharFace\CFID_0\CharID_156-3","14","282132"
"DFPJ\CharFace\CFID_0\CharID_156-4","14","357776"
"DFPJ\CharFace\CFID_0\CharID_157-0","11","221600"
"DFPJ\CharFace\CFID_0\CharID_157-1","23","528644"
"DFPJ\CharFace\CFID_0\CharID_157-2","17","223464"
"DFPJ\CharFace\CFID_0\CharID_157-3","23","451260"
"DFPJ\CharFace\CFID_0\CharID_157-4","14","304526"
"DFPJ\CharFace\CFID_0\CharID_158-1","13","400522"
"DFPJ\CharFace\CFID_0\CharID_158-121","11","249038"
"DFPJ\CharFace\CFID_0\CharID_158-149","14","362248"
"DFPJ\CharFace\CFID_0\CharID_158-2","14","447264"
"DFPJ\CharFace\CFID_0\CharID_158-3","4","120704"
"DFPJ\CharFace\CFID_0\CharID_158-4","23","716740"
"DFPJ\CharFace\CFID_0\CharID_159-122","13","342320"
"DFPJ\CharFace\CFID_0\CharID_159-123","22","512512"
"DFPJ\CharFace\CFID_0\CharID_159-124","14","351156"
"DFPJ\CharFace\CFID_0\CharID_159-125","27","456850"
"DFPJ\CharFace\CFID_0\CharID_16-17","14","198074"
"DFPJ\CharFace\CFID_0\CharID_16-18","14","175710"
"DFPJ\CharFace\CFID_0\CharID_16-19","14","184082"
"DFPJ\CharFace\CFID_0\CharID_160-0","12","247372"
"DFPJ\CharFace\CFID_0\CharID_160-1","23","528662"
"DFPJ\CharFace\CFID_0\CharID_160-126","15","278030"
"DFPJ\CharFace\CFID_0\CharID_160-127","39","962454"
"DFPJ\CharFace\CFID_0\CharID_160-3","26","565190"
"DFPJ\CharFace\CFID_0\CharID_160-4","15","263322"
"DFPJ\CharFace\CFID_0\CharID_161-0","11","212208"
"DFPJ\CharFace\CFID_0\CharID_161-1","20","398574"
"DFPJ\CharFace\CFID_0\CharID_161-128","22","409710"
"DFPJ\CharFace\CFID_0\CharID_161-2","16","326004"
"DFPJ\CharFace\CFID_0\CharID_161-4","14","277278"
"DFPJ\CharFace\CFID_0\CharID_162-0","12","310090"
"DFPJ\CharFace\CFID_0\CharID_162-1","15","291040"
"DFPJ\CharFace\CFID_0\CharID_162-129","28","385950"
"DFPJ\CharFace\CFID_0\CharID_162-13","16","268984"
"DFPJ\CharFace\CFID_0\CharID_162-3","15","248930"
"DFPJ\CharFace\CFID_0\CharID_162-4","17","335570"
"DFPJ\CharFace\CFID_0\CharID_163-0","11","257464"
"DFPJ\CharFace\CFID_0\CharID_163-1","15","428324"
"DFPJ\CharFace\CFID_0\CharID_163-2","14","266958"
"DFPJ\CharFace\CFID_0\CharID_163-3","16","449450"
"DFPJ\CharFace\CFID_0\CharID_163-4","17","482836"
"DFPJ\CharFace\CFID_0\CharID_164-2","54","995146"
"DFPJ\CharFace\CFID_0\CharID_165-1","13","337974"
"DFPJ\CharFace\CFID_0\CharID_165-2","22","499744"
"DFPJ\CharFace\CFID_0\CharID_165-3","14","319370"
"DFPJ\CharFace\CFID_0\CharID_165-4","14","300102"
"DFPJ\CharFace\CFID_0\CharID_166-2","54","677546"
"DFPJ\CharFace\CFID_0\CharID_167-0","10","203654"
"DFPJ\CharFace\CFID_0\CharID_167-1","30","594726"
"DFPJ\CharFace\CFID_0\CharID_167-10","14","274188"
"DFPJ\CharFace\CFID_0\CharID_167-130","16","341148"
"DFPJ\CharFace\CFID_0\CharID_167-131","27","669132"
"DFPJ\CharFace\CFID_0\CharID_167-132","34","662984"
"DFPJ\CharFace\CFID_0\CharID_167-133","6","102000"
"DFPJ\CharFace\CFID_0\CharID_167-134","6","123328"
"DFPJ\CharFace\CFID_0\CharID_167-27","16","310534"
"DFPJ\CharFace\CFID_0\CharID_167-29","13","287202"
"DFPJ\CharFace\CFID_0\CharID_167-3","16","300632"
"DFPJ\CharFace\CFID_0\CharID_167-30","22","592430"
"DFPJ\CharFace\CFID_0\CharID_167-31","14","288216"
"DFPJ\CharFace\CFID_0\CharID_167-32","14","361574"
"DFPJ\CharFace\CFID_0\CharID_167-38","14","250864"
"DFPJ\CharFace\CFID_0\CharID_167-4","13","262974"
"DFPJ\CharFace\CFID_0\CharID_167-69","6","111946"
"DFPJ\CharFace\CFID_0\CharID_168-0","11","258572"
"DFPJ\CharFace\CFID_0\CharID_168-1","20","628970"
"DFPJ\CharFace\CFID_0\CharID_168-135","27","525102"
"DFPJ\CharFace\CFID_0\CharID_168-136","16","363192"
"DFPJ\CharFace\CFID_0\CharID_168-3","23","533648"
"DFPJ\CharFace\CFID_0\CharID_168-4","15","330690"
"DFPJ\CharFace\CFID_0\CharID_169-0","11","273460"
"DFPJ\CharFace\CFID_0\CharID_169-1","20","705564"
"DFPJ\CharFace\CFID_0\CharID_169-2","14","298642"
"DFPJ\CharFace\CFID_0\CharID_169-3","22","521326"
"DFPJ\CharFace\CFID_0\CharID_169-4","22","545870"
"DFPJ\CharFace\CFID_0\CharID_17-0","11","278962"
"DFPJ\CharFace\CFID_0\CharID_17-1","15","362622"
"DFPJ\CharFace\CFID_0\CharID_17-20","14","251714"
"DFPJ\CharFace\CFID_0\CharID_17-21","14","307354"
"DFPJ\CharFace\CFID_0\CharID_17-22","32","628920"
"DFPJ\CharFace\CFID_0\CharID_17-23","26","514670"
"DFPJ\CharFace\CFID_0\CharID_17-3","15","336478"
"DFPJ\CharFace\CFID_0\CharID_17-4","15","242384"
"DFPJ\CharFace\CFID_0\CharID_17-9","14","305278"
"DFPJ\CharFace\CFID_0\CharID_170-137","11","295908"
"DFPJ\CharFace\CFID_0\CharID_170-138","21","509560"
"DFPJ\CharFace\CFID_0\CharID_170-139","15","258968"
"DFPJ\CharFace\CFID_0\CharID_170-140","23","485712"
"DFPJ\CharFace\CFID_0\CharID_170-141","16","420334"
"DFPJ\CharFace\CFID_0\CharID_171-1","15","263958"
"DFPJ\CharFace\CFID_0\CharID_171-2","23","383992"
"DFPJ\CharFace\CFID_0\CharID_171-3","17","268508"
"DFPJ\CharFace\CFID_0\CharID_171-4","18","319660"
"DFPJ\CharFace\CFID_0\CharID_172-0","11","246060"
"DFPJ\CharFace\CFID_0\CharID_172-1","22","692080"
"DFPJ\CharFace\CFID_0\CharID_172-142","14","235968"
"DFPJ\CharFace\CFID_0\CharID_172-143","16","391388"
"DFPJ\CharFace\CFID_0\CharID_172-144","28","602372"
"DFPJ\CharFace\CFID_0\CharID_172-3","26","745594"
"DFPJ\CharFace\CFID_0\CharID_172-4","16","412570"
"DFPJ\CharFace\CFID_0\CharID_173-0","10","202820"
"DFPJ\CharFace\CFID_0\CharID_173-2","10","175508"
"DFPJ\CharFace\CFID_0\CharID_173-4","10","235788"
"DFPJ\CharFace\CFID_0\CharID_174-0","11","240316"
"DFPJ\CharFace\CFID_0\CharID_174-1","13","216780"
"DFPJ\CharFace\CFID_0\CharID_174-145","29","530328"
"DFPJ\CharFace\CFID_0\CharID_174-146","17","275984"
"DFPJ\CharFace\CFID_0\CharID_174-29","12","324660"
"DFPJ\CharFace\CFID_0\CharID_174-3","14","221328"
"DFPJ\CharFace\CFID_0\CharID_174-30","23","565332"
"DFPJ\CharFace\CFID_0\CharID_174-31","14","355052"
"DFPJ\CharFace\CFID_0\CharID_174-32","16","353764"
"DFPJ\CharFace\CFID_0\CharID_174-4","17","238628"
"DFPJ\CharFace\CFID_0\CharID_175-0","11","263268"
"DFPJ\CharFace\CFID_0\CharID_175-1","13","313100"
"DFPJ\CharFace\CFID_0\CharID_175-2","14","397674"
"DFPJ\CharFace\CFID_0\CharID_175-3","14","306418"
"DFPJ\CharFace\CFID_0\CharID_175-4","14","349194"
"DFPJ\CharFace\CFID_0\CharID_176-0","12","222942"
"DFPJ\CharFace\CFID_0\CharID_176-1","13","181254"
"DFPJ\CharFace\CFID_0\CharID_176-2","15","234608"
"DFPJ\CharFace\CFID_0\CharID_176-3","14","190046"
"DFPJ\CharFace\CFID_0\CharID_176-4","15","264862"
"DFPJ\CharFace\CFID_0\CharID_177-0","11","249152"
"DFPJ\CharFace\CFID_0\CharID_177-1","12","297266"
"DFPJ\CharFace\CFID_0\CharID_177-2","15","314686"
"DFPJ\CharFace\CFID_0\CharID_177-3","15","366434"
"DFPJ\CharFace\CFID_0\CharID_177-4","15","452360"
"DFPJ\CharFace\CFID_0\CharID_178-0","11","189246"
"DFPJ\CharFace\CFID_0\CharID_178-1","13","200432"
"DFPJ\CharFace\CFID_0\CharID_178-2","14","194048"
"DFPJ\CharFace\CFID_0\CharID_178-3","14","193050"
